,adress
100192,"Москва, шоссе Энтузиастов, 5, стр. 2"
100205,"Москва, Краснобогатырская улица, 2, стр. 24"
100212,"Москва, Большая Семёновская улица, 42, стр. 2"
100219,"Москва, Нижегородская улица, 9В"
100223,"Москва, Московский, 1-й микрорайон, 35"
100224,"Москва, Петрозаводская улица, 7, стр. 1"
100226,"Москва, Москва, ул. 1-я Квесисская, 9"
100241,"Москва, Первомайская улица, 40/19"
100248,"Москва, Тверская улица, 20/1с3"
100260,"Москва, улица Петровка, 26, стр. 2"
100270,"Москва, Южнопортовая улица, 5, стр. 6"
100272,"Москва, улица Крылатские Холмы, 47"
100279,"Москва, Кутузовский проспект, 36, стр. 17"
100283,"Москва, Дубнинская улица, 44А"
100296,"Москва, Абрамцевская улица, 30, стр. 4"
100298,"Москва, Беловежская улица, 39, корп. 7"
100300,"Москва, площадь Защитников Неба"
100305,"Москва, поселение Сосенское, улица Александры Монаховой, 97, стр. 1"
100314,"Москва, улица Маршала Василевского, 65"
100319,"Москва, проезд Берёзовой Рощи, 6"
100340,"Москва, улица Лазо, 3"
100345,"Москва, Калужская площадь, 1, корп. 2"
100348,"Москва, Троицк, Комсомольский проезд, 4"
100352,"Москва, улица Подольских Курсантов, 22, стр. 5"
100370,"Москва, улица Генерала Белобородова, 46, стр. 12"
100396,"Москва, Ивантеевская улица, 1, корп. 2"
100402,"Москва, Волгоградский проспект, 3-5с2"
100413,"Москва, улица Конёнкова, 3"
100435,"Москва, улица Сущёвский Вал, 16, стр. 3"
100440,"Москва, Алтуфьевское шоссе, 1, корп. 1"
100446,"Москва, Магнитогорская улица"
100448,"Москва, Берингов проезд, 3с6"
100449,"Москва, Багратионовский проезд, 7, корп. 1"
100453,"Москва, дачный посёлок Кокошкино, улица Труда, 5А"
100455,"Москва, улица Василия Петушкова, 3, корп. 3"
100458,"Москва, Люсиновская улица, 36с2"
100470,"Москва, Шелепихинская набережная, 34к2зд2"
100477,"Москва, Петрозаводская улица, 11, корп. 3, стр. 2"
100486,"Москва, улица Большая Ордынка, 68"
100487,"Москва, пос. Внуковское, д. Рассказовка, мкр. Переделкино Ближнее"
100532,"Москва, Трубная улица, 35"
100543,"Москва, Верхняя Радищевская улица, 6с3"
100556,"Москва, улица Дмитрия Ульянова, 42"
100566,"Москва, Комсомольский проспект, 14/1к1"
100578,"Москва, улица Декабристов, 20, корп. 2"
100582,"Москва, Енисейская улица, 5"
100587,"Москва, Лубянский проезд, 15с2-4"
100591,"Москва, улица Академика Бочвара, 15"
100592,"Москва, Северо-Западный административный округ, Цветочный проезд, 6, стр. 8"
100602,"Москва, Большая Серпуховская улица, 31, корп. 11"
100606,"Москва, 2-й Южнопортовый проезд, 19, корп. 1"
100616,"Москва, Головинское шоссе, 10, стр. 3"
100619,"Москва, Болотниковская улица, 36, корп. 2"
100621,"Москва, Домостроительная улица, 14"
100637,"Москва, улица Крутицкий Вал, 3к2"
100640,"Москва, 1-я Владимирская улица, 33, корп. 2"
100644,"Москва, Старопетровский проезд, 11Б, стр. 4"
100645,"Москва, улица Введенского, 29с1"
100647,"Москва, Симферопольский бульвар, 24к1"
100650,"Москва, Волгоградский проспект, 32, корп. 11, стр. 1"
100678,"Москва, улица Тёплый Стан, 5, корп. 4"
100679,"Москва, улица Петровка, 19с3"
100681,"Москва, Октябрьская улица, 67"
100685,"Москва, Рябиновая улица, 41А"
